idx,year,month,day,miss,need,bought,peak_bldg_buy_kwh,offpeak_bldg_buy_kwh,peak_chg_buy_kwh,offpeak_chg_buy_kwh,policy
0,2023,4,1,0.0,11.9,20.0,833.75,250.0,20.0,0.0,0.0
1,2023,4,2,0.0,12.356799999999993,25.000000000000004,833.75,242.85,25.0,0.0,0.0
2,2023,4,3,0.0,34.34720000000001,49.99999999999999,833.75,242.85,50.0,0.0,0.0
3,2023,4,4,0.0,66.257,94.99999999999996,833.75,242.85,95.0,0.0,0.0
4,2023,4,5,0.0,46.908,60.000000000000014,833.75,242.90000000000003,60.0,0.0,0.0
5,2023,4,6,0.0,101.261,110.00000000000004,833.75,242.90000000000003,110.0,0.0,0.0
6,2023,4,7,0.0,109.76019999999998,160.0,793.9625000000001,232.94166666666663,160.0,0.0,0.0
7,2023,4,8,0.0,12.046600000000003,15.000000000000004,450.3375,224.65833333333333,15.0,0.0,0.0
8,2023,4,9,0.0,23.119000000000003,30.000000000000007,451.6125,216.575,30.0,0.0,0.0
9,2023,4,10,0.0,100.9848,130.0,1219.4916666666666,225.1833333333333,130.0,0.0,0.0
10,2023,4,11,0.0,58.6592,75.0,1068.3041666666668,216.6833333333333,75.0,0.0,0.0
11,2023,4,12,0.0,96.3734,115.0,960.2875,213.3875,115.0,0.0,0.0
12,2023,4,13,0.0,113.041,154.99999999999997,949.79375,219.10625,155.0,0.0,0.0
13,2023,4,14,0.0,67.80839999999999,95.0,976.975,213.1125,95.0,0.0,0.0
14,2023,4,15,0.0,4.352,5.0,425.2,211.025,5.0,0.0,0.0
15,2023,4,16,0.0,2.5520000000000014,5.000000000000002,447.70416666666665,222.5583333333333,5.0,0.0,0.0
16,2023,4,17,0.0,33.623999999999995,45.0,900.0375,236.65,45.0,0.0,0.0
17,2023,4,18,0.0,20.72,35.00000000000001,880.5062499999999,238.31875,35.0,0.0,0.0
18,2023,4,19,0.0,90.876,105.00000000000004,993.3625,241.4125,105.0,0.0,0.0
19,2023,4,20,0.0,79.8658,95.0,1125.8416666666667,235.1458333333333,95.0,0.0,0.0
20,2023,4,21,0.0,110.2194,150.0,1313.0125,238.3,150.0,0.0,0.0
21,2023,4,22,0.0,24.9712,35.0,463.0958333333333,207.30416666666667,35.0,0.0,0.0
22,2023,4,23,0.0,12.691399999999998,14.999999999999996,440.0875,204.25,15.0,0.0,0.0
23,2023,4,24,0.0,67.69160000000001,85.0,1166.5875,211.2375,85.0,0.0,0.0
24,2023,4,25,0.0,87.08479999999999,110.00000000000004,1342.6,224.8375,110.0,0.0,0.0
25,2023,4,26,0.0,72.80219999999997,85.00000000000001,1489.275,238.7,85.0,0.0,0.0
26,2023,4,27,0.0,68.027,90.0,1651.6,245.575,90.0,0.0,0.0
27,2023,4,28,0.0,66.40780000000001,80.00000000000001,1447.4625,251.5375,80.0,0.0,0.0
28,2023,4,29,0.0,4.988000000000001,4.999999999999998,458.6208333333333,228.99166666666667,5.0,0.0,0.0
29,2023,4,30,0.0,11.092200000000004,20.0,456.1125,225.25,20.0,0.0,0.0
30,2023,6,1,0.0,96.3108,120.0,1033.9333333333332,243.54166666666663,120.0,0.0,0.0
31,2023,6,2,0.0,78.74000000000002,110.0,1078.475,230.7375,110.0,0.0,0.0
32,2023,6,3,0.0,10.1246,15.0,497.92083333333335,221.09583333333333,15.0,0.0,0.0
33,2023,6,4,0.0,26.873800000000003,45.0,485.4875,232.6458333333333,45.0,0.0,0.0
34,2023,6,5,0.0,68.16260000000001,105.0,1260.6125000000002,253.9625,105.0,0.0,0.0
35,2023,6,6,0.0,56.6592,70.0,1034.11875,259.06875,70.0,0.0,0.0
36,2023,6,7,0.0,51.16,75.0,1218.8125,273.07916666666665,75.0,0.0,0.0
37,2023,6,8,0.0,71.01879999999998,95.0,1198.975,228.2083333333333,95.0,0.0,0.0
38,2023,6,9,0.0,61.4838,85.0,1025.625,226.3625,85.0,0.0,0.0
39,2023,6,10,0.0,12.4682,14.999999999999996,455.5875,215.375,15.0,0.0,0.0
40,2023,6,11,0.0,15.721199999999998,24.999999999999996,474.3,233.35,25.0,0.0,0.0
41,2023,6,12,0.0,143.79180000000002,180.0,1357.35,251.3875,180.0,0.0,0.0
42,2023,6,13,0.0,69.40359999999998,79.99999999999999,1365.5,259.5875,80.0,0.0,0.0
43,2023,6,14,0.0,119.0214,155.0,1322.5875,256.04999999999995,155.0,0.0,0.0
44,2023,6,15,0.0,109.3388,140.0,1246.3,259.8125,140.0,0.0,0.0
45,2023,6,16,0.0,74.97739999999999,90.00000000000001,1318.7125,253.1375,90.0,0.0,0.0
46,2023,6,17,0.0,10.256000000000002,15.000000000000002,524.875,248.0625,15.0,0.0,0.0
47,2023,6,18,0.0,6.431999999999999,10.000000000000002,535.3416666666667,231.1208333333333,10.0,0.0,0.0
48,2023,6,19,0.0,101.9282,129.99999999999997,1005.875,245.35,130.0,0.0,0.0
49,2023,6,20,0.0,58.408,65.0,1177.6,238.0,65.0,0.0,0.0
50,2023,6,21,0.0,107.49440000000004,130.00000000000003,1133.49375,234.63958333333332,130.0,0.0,0.0
51,2023,6,22,0.0,65.82560000000001,80.0,1121.4625,244.01666666666665,80.0,0.0,0.0
52,2023,6,23,0.0,103.02219999999996,125.0,1185.4375,244.2875,125.0,0.0,0.0
53,2023,6,24,0.0,10.924400000000006,15.0,498.2416666666667,247.5958333333333,15.0,0.0,0.0
54,2023,6,25,0.0,22.68079999999999,35.0,496.35,245.275,35.0,0.0,0.0
55,2023,6,26,0.0,144.0396,175.0,1137.85,253.1625,175.0,0.0,0.0
56,2023,6,27,0.0,52.69800000000001,65.00000000000001,1052.0229166666668,266.81875,65.0,0.0,0.0
57,2023,6,28,0.0,50.264,60.00000000000001,1073.2375000000002,318.9833333333333,60.0,0.0,0.0
58,2023,6,29,0.0,87.84,115.0,1224.3125,330.63750000000005,115.0,0.0,0.0
59,2023,6,30,0.0,93.87659999999998,140.0,1496.5625,337.525,140.0,0.0,0.0
60,2023,11,1,0.0,49.1666,60.0,1248.1125,288.41666666666663,60.0,0.0,0.0
61,2023,11,2,0.0,66.0546,110.00000000000004,1210.2125,278.3625,110.0,0.0,0.0
62,2023,11,3,0.0,47.89679999999999,70.0,1287.0,276.625,70.0,0.0,0.0
63,2023,11,4,0.0,16.596,30.000000000000007,549.8125,276.2875,30.0,0.0,0.0
64,2023,11,5,0.0,18.6808,29.999999999999982,581.9625000000001,257.0,30.0,0.0,0.0
65,2023,11,6,0.0,112.68,165.0,1302.375,259.1625,165.0,0.0,0.0
66,2023,11,7,0.0,66.95480000000002,84.99999999999996,1267.8625,251.225,85.0,0.0,0.0
67,2023,11,8,0.0,66.82480000000001,84.99999999999997,1311.2875,263.875,85.0,0.0,0.0
68,2023,11,9,0.0,57.150000000000006,65.0,1216.5375,260.1875,65.0,0.0,0.0
69,2023,11,10,0.0,46.5372,54.99999999999999,847.725,245.575,55.0,0.0,0.0
70,2023,11,11,0.0,10.006799999999998,15.0,569.5375,257.85,15.0,0.0,0.0
71,2023,11,12,0.0,3.968000000000007,5.0,534.65,266.8875,5.0,0.0,0.0
72,2023,11,13,0.0,97.1444,134.99999999999997,1126.6749999999995,268.6,135.0,0.0,0.0
73,2023,11,14,0.0,94.0996,114.99999999999996,1342.8249999999998,271.85,115.0,0.0,0.0
74,2023,11,15,0.0,97.6496,125.0,1258.5500000000002,280.825,125.0,0.0,0.0
75,2023,11,16,0.0,68.1962,90.00000000000001,1323.5,277.4125,90.0,0.0,0.0
76,2023,11,17,0.0,37.32400000000001,45.000000000000014,1173.5500000000002,269.4625,45.0,0.0,0.0
77,2023,11,18,0.0,5.160000000000002,9.999999999999998,547.3833333333333,257.6166666666667,10.0,0.0,0.0
78,2023,11,19,0.0,3.692000000000004,5.0,505.975,255.4125,5.0,0.0,0.0
79,2023,11,20,0.0,63.96039999999999,85.0,1070.4625,249.6625,85.0,0.0,0.0
80,2023,11,21,0.0,42.7068,60.0,954.375,259.04999999999995,60.0,0.0,0.0
81,2023,11,22,0.0,57.4798,90.0,993.9125,244.9375,90.0,0.0,0.0
82,2023,11,23,0.0,60.73759999999999,85.0,861.4749999999999,246.8375,85.0,0.0,0.0
83,2023,11,24,0.0,124.87340000000005,155.00000000000003,743.7625,272.15833333333336,155.0,0.0,0.0
84,2023,11,25,0.0,5.039999999999999,10.0,553.0749999999999,284.82916666666665,10.0,0.0,0.0
85,2023,11,26,0.0,6.0946,10.000000000000009,536.0125,269.6875,10.0,0.0,0.0
86,2023,11,27,0.0,102.5936,135.0,954.3125,265.42499999999995,135.0,0.0,0.0
87,2023,11,28,0.0,87.0692,120.0,990.3375,283.525,120.0,0.0,0.0
88,2023,11,29,0.0,48.32600000000001,75.0,1066.425,282.0375,75.0,0.0,0.0
89,2023,11,30,0.0,53.82640000000001,60.000000000000014,995.9791666666666,253.10416666666669,60.0,0.0,0.0
90,2024,1,1,0.0,89.7646,125.0,720.8374999999999,264.3375,125.0,0.0,0.0
91,2024,1,2,0.0,119.2734,165.0,976.9125,261.1625,165.0,0.0,0.0
92,2024,1,3,0.0,138.7006,170.0,898.3125,283.8125,170.0,0.0,0.0
93,2024,1,4,0.0,66.3168,95.0,1000.5625,279.32500000000005,95.0,0.0,0.0
94,2024,1,5,0.0,112.1456,135.0,1003.4875,277.61249999999995,135.0,0.0,0.0
95,2024,1,6,0.0,23.8748,35.0,512.5500000000001,240.325,35.0,0.0,0.0
96,2024,1,7,0.0,9.264800000000005,9.999999999999991,509.5999999999999,240.4,10.0,0.0,0.0
97,2024,1,8,0.0,67.3962,95.0,976.1583333333332,259.95416666666665,95.0,0.0,0.0
98,2024,1,9,0.0,76.37999999999998,120.0,814.0875000000001,258.525,120.0,0.0,0.0
99,2024,1,10,0.0,197.8012,285.0,881.2083333333334,253.91666666666669,285.0,0.0,0.0
100,2024,1,11,0.0,108.8166,160.0,821.175,267.9125,160.0,0.0,0.0
101,2024,1,12,0.0,145.3618,200.00000000000003,976.9125,286.47083333333336,200.0,0.0,0.0
102,2024,1,13,0.0,35.40700000000001,40.0,593.16875,283.34791666666666,40.0,0.0,0.0
103,2024,1,14,0.0,14.696000000000003,30.0,580.325,282.0,30.0,0.0,0.0
104,2024,1,15,0.0,91.8852,109.99999999999996,690.1,284.6125,110.0,0.0,0.0
105,2024,1,16,0.0,101.9774,145.00000000000003,937.6,281.725,145.0,0.0,0.0
106,2024,1,17,0.0,75.73940000000002,90.0,1245.3375,281.6625,90.0,0.0,0.0
107,2024,1,18,0.0,139.7486,159.99999999999997,918.1125,263.95000000000005,160.0,0.0,0.0
108,2024,1,19,0.0,100.5578,135.0,855.225,262.4375,135.0,0.0,0.0
109,2024,1,20,0.0,24.2212,30.000000000000007,507.3625,251.2,30.0,0.0,0.0
110,2024,1,21,0.0,24.4466,35.0,529.2875,251.425,35.0,0.0,0.0
111,2024,1,22,0.0,85.40420000000002,110.00000000000004,967.575,261.5375,110.0,0.0,0.0
112,2024,1,23,0.0,73.40799999999999,105.0,922.2875,272.475,105.0,0.0,0.0
113,2024,1,24,0.0,58.28,90.0,1120.025,300.82500000000005,90.0,0.0,0.0
114,2024,1,25,0.0,31.788000000000004,40.0,1153.4875,294.5125,40.0,0.0,0.0
115,2024,1,26,0.0,71.95160000000001,90.00000000000003,1096.5,294.54999999999995,90.0,0.0,0.0
116,2024,1,27,0.0,5.507999999999999,10.0,568.6750000000001,283.4625,10.0,0.0,0.0
117,2024,1,28,0.0,2.0680000000000014,5.0,588.7,283.11249999999995,5.0,0.0,0.0
118,2024,1,29,0.0,122.5402,155.0,1428.2125,288.0,155.0,0.0,0.0
119,2024,1,30,0.0,73.21079999999999,80.00000000000001,1252.0124999999998,291.6625,80.0,0.0,0.0
120,2024,1,31,0.0,98.2014,130.0,1125.5625,276.04999999999995,130.0,0.0,0.0
121,2023,4,1,0.0,11.9,17.5,833.75,250.0,17.5,0.0,1.0
122,2023,4,2,0.0,12.356799999999993,17.499999999999996,833.75,242.85,17.5,0.0,1.0
123,2023,4,3,0.0,34.34720000000001,47.49999999999999,833.75,242.85,47.5,0.0,1.0
124,2023,4,4,0.0,66.257,87.49999999999997,833.75,242.85,87.5,0.0,1.0
125,2023,4,5,0.0,46.908,65.0,833.75,242.90000000000003,65.0,0.0,1.0
126,2023,4,6,3.640000000000001,101.261,105.00000000000004,833.75,242.90000000000003,105.0,0.0,1.0
127,2023,4,7,0.0,109.76019999999998,137.5,793.9625000000001,232.94166666666663,137.5,0.0,1.0
128,2023,4,8,0.0,12.046600000000003,15.000000000000004,450.3375,224.65833333333333,15.0,0.0,1.0
129,2023,4,9,0.0,23.119000000000003,30.00000000000001,451.6125,216.575,30.0,0.0,1.0
130,2023,4,10,0.0,100.9848,122.5,1219.4916666666666,225.1833333333333,122.5,0.0,1.0
131,2023,4,11,0.0,58.6592,75.0,1068.3041666666668,216.6833333333333,75.0,0.0,1.0
132,2023,4,12,0.0,96.3734,115.0,960.2875,213.3875,115.0,0.0,1.0
133,2023,4,13,14.172399999999996,113.041,135.0,949.79375,219.10625,135.0,0.0,1.0
134,2023,4,14,13.026199999999996,67.80839999999999,72.49999999999999,976.975,213.1125,72.5,0.0,1.0
135,2023,4,15,0.0,4.352,5.0,425.2,211.025,5.0,0.0,1.0
136,2023,4,16,0.0,2.5520000000000014,5.000000000000002,447.70416666666665,222.5583333333333,5.0,0.0,1.0
137,2023,4,17,0.0,33.623999999999995,45.0,900.0375,236.65,45.0,0.0,1.0
138,2023,4,18,0.0,20.72,30.000000000000007,880.5062499999999,238.31875,30.0,0.0,1.0
139,2023,4,19,0.0,90.876,105.00000000000004,993.3625,241.4125,105.0,0.0,1.0
140,2023,4,20,0.0,79.8658,97.5,1125.8416666666667,235.1458333333333,97.5,0.0,1.0
141,2023,4,21,6.556800000000003,110.2194,127.50000000000004,1313.0125,238.3,127.5,0.0,1.0
142,2023,4,22,0.0,24.9712,35.000000000000014,463.0958333333333,207.30416666666667,35.0,0.0,1.0
143,2023,4,23,0.0,12.691399999999998,14.999999999999996,440.0875,204.25,15.0,0.0,1.0
144,2023,4,24,0.0,67.69160000000001,77.50000000000003,1166.5875,211.2375,77.5,0.0,1.0
145,2023,4,25,0.0,87.08479999999999,108.75000000000004,1342.6,224.8375,108.75,0.0,1.0
146,2023,4,26,0.0,72.80219999999997,82.50000000000001,1489.275,238.7,82.5,0.0,1.0
147,2023,4,27,0.0,68.027,85.0,1651.6,245.575,85.0,0.0,1.0
148,2023,4,28,1.9279999999999973,66.40780000000001,78.74999999999999,1447.4625,251.5375,78.75,0.0,1.0
149,2023,4,29,0.0,4.988000000000001,7.499999999999998,458.6208333333333,228.99166666666667,7.5,0.0,1.0
150,2023,4,30,0.0,11.092200000000004,17.5,456.1125,225.25,17.5,0.0,1.0
151,2023,6,1,0.0,96.3108,117.5,1033.9333333333332,243.54166666666663,117.5,0.0,1.0
152,2023,6,2,0.0,78.74000000000002,100.0,1078.475,230.7375,100.0,0.0,1.0
153,2023,6,3,0.0,10.1246,15.0,497.92083333333335,221.09583333333333,15.0,0.0,1.0
154,2023,6,4,0.0,26.873800000000003,37.500000000000014,485.4875,232.6458333333333,37.5,0.0,1.0
155,2023,6,5,0.0,68.16260000000001,96.25,1260.6125000000002,253.9625,96.25,0.0,1.0
156,2023,6,6,0.0,56.6592,72.5,1034.11875,259.06875,72.5,0.0,1.0
157,2023,6,7,0.0,51.16,68.75,1218.8125,273.07916666666665,68.75,0.0,1.0
158,2023,6,8,0.0,71.01879999999998,95.0,1198.975,228.2083333333333,95.0,0.0,1.0
159,2023,6,9,0.0,61.4838,77.5,1025.625,226.3625,77.5,0.0,1.0
160,2023,6,10,0.0,12.4682,14.999999999999996,455.5875,215.375,15.0,0.0,1.0
161,2023,6,11,0.0,15.721199999999998,22.5,474.3,233.35,22.5,0.0,1.0
162,2023,6,12,0.0,143.79180000000002,172.5,1357.35,251.3875,172.5,0.0,1.0
163,2023,6,13,0.0,69.40359999999998,82.49999999999999,1365.5,259.5875,82.5,0.0,1.0
164,2023,6,14,0.0,119.0214,150.0,1322.5875,256.04999999999995,150.0,0.0,1.0
165,2023,6,15,0.0,109.3388,132.5,1246.3,259.8125,132.5,0.0,1.0
166,2023,6,16,0.0,74.97739999999999,90.00000000000003,1318.7125,253.1375,90.0,0.0,1.0
167,2023,6,17,0.0,10.256000000000002,15.000000000000002,524.875,248.0625,15.0,0.0,1.0
168,2023,6,18,0.0,6.431999999999999,10.000000000000002,535.3416666666667,231.1208333333333,10.0,0.0,1.0
169,2023,6,19,0.0,101.9282,122.5,1005.875,245.35,122.5,0.0,1.0
170,2023,6,20,0.0,58.408,65.0,1177.6,238.0,65.0,0.0,1.0
171,2023,6,21,0.0,107.49440000000004,122.5,1133.49375,234.63958333333332,122.5,0.0,1.0
172,2023,6,22,0.0,65.82560000000001,76.25,1121.4625,244.01666666666665,76.25,0.0,1.0
173,2023,6,23,0.0,103.02219999999996,122.5,1185.4375,244.2875,122.5,0.0,1.0
174,2023,6,24,0.9244000000000056,10.924400000000006,10.0,498.2416666666667,247.5958333333333,10.0,0.0,1.0
175,2023,6,25,0.0,22.68079999999999,31.250000000000007,496.35,245.275,31.25,0.0,1.0
176,2023,6,26,0.0,144.0396,165.0,1137.85,253.1625,165.0,0.0,1.0
177,2023,6,27,0.0,52.69800000000001,62.500000000000014,1052.0229166666668,266.81875,62.5,0.0,1.0
178,2023,6,28,0.0,50.264,57.50000000000001,1073.2375000000002,318.9833333333333,57.5,0.0,1.0
179,2023,6,29,0.0,87.84,111.25,1224.3125,330.63750000000005,111.25,0.0,1.0
180,2023,6,30,0.0,93.87659999999998,127.5,1496.5625,337.525,127.5,0.0,1.0
181,2023,11,1,0.6230000000000047,49.1666,58.74999999999998,1248.1125,288.41666666666663,58.75,0.0,1.0
182,2023,11,2,0.0,66.0546,95.00000000000004,1210.2125,278.3625,95.0,0.0,1.0
183,2023,11,3,0.0,47.89679999999999,65.0,1287.0,276.625,65.0,0.0,1.0
184,2023,11,4,0.0,16.596,27.500000000000007,549.8125,276.2875,27.5,0.0,1.0
185,2023,11,5,1.2460000000000022,18.6808,23.749999999999982,581.9625000000001,257.0,23.75,0.0,1.0
186,2023,11,6,0.5337999999999923,112.68,152.50000000000003,1302.375,259.1625,152.5,0.0,1.0
187,2023,11,7,0.0,66.95480000000002,79.99999999999996,1267.8625,251.225,80.0,0.0,1.0
188,2023,11,8,4.459800000000001,66.82480000000001,77.50000000000003,1311.2875,263.875,77.5,0.0,1.0
189,2023,11,9,0.0,57.150000000000006,68.75,1216.5375,260.1875,68.75,0.0,1.0
190,2023,11,10,0.0,46.5372,57.49999999999999,847.725,245.575,57.5,0.0,1.0
191,2023,11,11,0.0,10.006799999999998,13.75,569.5375,257.85,13.75,0.0,1.0
192,2023,11,12,0.0,3.968000000000007,5.0,534.65,266.8875,5.0,0.0,1.0
193,2023,11,13,0.0,97.1444,117.49999999999996,1126.6749999999995,268.6,117.5,0.0,1.0
194,2023,11,14,3.4484000000000066,94.0996,107.49999999999996,1342.8249999999998,271.85,107.5,0.0,1.0
195,2023,11,15,8.056199999999997,97.6496,103.75,1258.5500000000002,280.825,103.75,0.0,1.0
196,2023,11,16,0.0,68.1962,87.50000000000003,1323.5,277.4125,87.5,0.0,1.0
197,2023,11,17,0.0,37.32400000000001,45.000000000000014,1173.5500000000002,269.4625,45.0,0.0,1.0
198,2023,11,18,0.0,5.160000000000002,9.999999999999998,547.3833333333333,257.6166666666667,10.0,0.0,1.0
199,2023,11,19,0.0,3.692000000000004,5.0,505.975,255.4125,5.0,0.0,1.0
200,2023,11,20,0.0,63.96039999999999,81.25,1070.4625,249.6625,81.25,0.0,1.0
201,2023,11,21,0.7799999999999976,42.7068,52.5,954.375,259.04999999999995,52.5,0.0,1.0
202,2023,11,22,0.0,57.4798,81.25,993.9125,244.9375,81.25,0.0,1.0
203,2023,11,23,11.0856,60.73759999999999,65.0,861.4749999999999,246.8375,65.0,0.0,1.0
204,2023,11,24,3.2528000000000112,124.87340000000005,147.5,743.7625,272.15833333333336,147.5,0.0,1.0
205,2023,11,25,0.0,5.039999999999999,10.0,553.0749999999999,284.82916666666665,10.0,0.0,1.0
206,2023,11,26,1.0945999999999998,6.0946,5.0,536.0125,269.6875,5.0,0.0,1.0
207,2023,11,27,0.0,102.5936,132.5,954.3125,265.42499999999995,132.5,0.0,1.0
208,2023,11,28,0.0,87.0692,111.24999999999996,990.3375,283.525,111.25,0.0,1.0
209,2023,11,29,0.0,48.32600000000001,75.0,1066.425,282.0375,75.0,0.0,1.0
210,2023,11,30,4.204199999999993,53.82640000000001,55.00000000000003,995.9791666666666,253.10416666666669,55.0,0.0,1.0
211,2024,1,1,0.0,89.7646,110.0,720.8374999999999,264.3375,110.0,0.0,1.0
212,2024,1,2,0.0,119.2734,156.25,976.9125,261.1625,156.25,0.0,1.0
213,2024,1,3,16.06460000000001,138.7006,145.0,898.3125,283.8125,145.0,0.0,1.0
214,2024,1,4,0.0,66.3168,90.00000000000001,1000.5625,279.32500000000005,90.0,0.0,1.0
215,2024,1,5,0.0,112.1456,132.5,1003.4875,277.61249999999995,132.5,0.0,1.0
216,2024,1,6,0.0,23.8748,35.0,512.5500000000001,240.325,35.0,0.0,1.0
217,2024,1,7,0.0,9.264800000000005,12.500000000000002,509.5999999999999,240.4,12.5,0.0,1.0
218,2024,1,8,0.0,67.3962,84.99999999999999,976.1583333333332,259.95416666666665,85.0,0.0,1.0
219,2024,1,9,0.0,76.37999999999998,105.0,814.0875000000001,258.525,105.0,0.0,1.0
220,2024,1,10,12.666600000000004,197.8012,254.99999999999991,881.2083333333334,253.91666666666669,255.0,0.0,1.0
221,2024,1,11,0.4100000000000001,108.8166,138.75,821.175,267.9125,138.75,0.0,1.0
222,2024,1,12,10.672000000000002,145.3618,182.50000000000003,976.9125,286.47083333333336,182.5,0.0,1.0
223,2024,1,13,4.0182,35.40700000000001,35.0,593.16875,283.34791666666666,35.0,0.0,1.0
224,2024,1,14,0.0,14.696000000000003,26.250000000000004,580.325,282.0,26.25,0.0,1.0
225,2024,1,15,2.979400000000009,91.8852,102.49999999999996,690.1,284.6125,102.5,0.0,1.0
226,2024,1,16,0.0,101.9774,127.5,937.6,281.725,127.5,0.0,1.0
227,2024,1,17,0.0,75.73940000000002,82.5,1245.3375,281.6625,82.5,0.0,1.0
228,2024,1,18,0.0,139.7486,164.99999999999994,918.1125,263.95000000000005,165.0,0.0,1.0
229,2024,1,19,13.802599999999996,100.5578,103.75000000000004,855.225,262.4375,103.75,0.0,1.0
230,2024,1,20,0.0,24.2212,27.500000000000007,507.3625,251.2,27.5,0.0,1.0
231,2024,1,21,0.0,24.4466,32.5,529.2875,251.425,32.5,0.0,1.0
232,2024,1,22,1.6683999999999983,85.40420000000002,102.5,967.575,261.5375,102.5,0.0,1.0
233,2024,1,23,0.0,73.40799999999999,96.25,922.2875,272.475,96.25,0.0,1.0
234,2024,1,24,0.0080000000000026,58.28,80.0,1120.025,300.82500000000005,80.0,0.0,1.0
235,2024,1,25,0.0,31.788000000000004,40.0,1153.4875,294.5125,40.0,0.0,1.0
236,2024,1,26,1.8599999999999997,71.95160000000001,88.75000000000001,1096.5,294.54999999999995,88.75,0.0,1.0
237,2024,1,27,0.0,5.507999999999999,7.5,568.6750000000001,283.4625,7.5,0.0,1.0
238,2024,1,28,3.3180000000000014,2.0680000000000014,-1.25,588.7,283.11249999999995,-1.25,0.0,1.0
239,2024,1,29,0.0,122.5402,155.0,1428.2125,288.0,155.0,0.0,1.0
240,2024,1,30,2.0603999999999942,73.21079999999999,76.25000000000001,1252.0124999999998,291.6625,76.25,0.0,1.0
241,2024,1,31,2.469600000000007,98.2014,124.99999999999996,1125.5625,276.04999999999995,125.0,0.0,1.0
242,24,1,1,34.9369258057617,89.7646,72.83694528692538,720.8374999999999,264.3375,46.9583253572717,0.0,3.0
243,24,1,2,59.00177992502574,119.2734,74.37270340830756,720.8374999999999,264.3375,71.98907896000824,0.0,3.0
244,24,1,3,70.25122621746014,138.7006,123.75481517906005,720.8374999999999,264.3375,123.75481517906007,0.0,3.0
245,24,1,4,90.67121473232756,66.3168,-17.346025843438714,720.8374999999999,264.3375,-36.75054578674937,0.0,3.0
246,24,1,5,52.45979500457102,112.1456,119.35963503339528,720.8374999999999,264.3375,119.35963503339524,0.0,3.0
247,24,1,6,6.935818181818194,23.8748,27.24020848484847,720.8374999999999,264.3375,27.24020848484847,0.0,3.0
248,24,1,7,17.82466666666667,9.264800000000005,-8.559866666666666,720.8374999999999,264.3375,-13.381999999999996,0.0,3.0
249,24,1,8,37.879002910982805,67.3962,55.27443302106427,720.8374999999999,264.3375,55.27443302106421,0.0,3.0
250,24,1,9,16.694036992372723,76.37999999999998,122.09065048495152,720.8374999999999,264.3375,137.61353923778603,0.0,3.0
251,24,1,10,90.82371511967196,197.8012,154.02147604344728,720.8374999999999,264.3375,140.5862846413309,0.0,3.0
252,24,1,11,96.82625518759012,108.8166,22.352851955267063,720.8374999999999,264.3375,-2.623179850546286,0.0,3.0
253,24,1,12,66.23970653017946,145.3618,109.93027015832922,720.8374999999999,264.3375,109.93027015832932,0.0,3.0
254,24,1,13,32.9059666666667,35.40700000000001,7.299526666666649,720.8374999999999,264.3375,7.2995266666666545,0.0,3.0
255,24,1,14,31.392352380952385,14.696000000000003,-6.196352380952387,720.8374999999999,264.3375,-6.196352380952384,0.0,3.0
256,24,1,15,48.40243692782914,91.8852,61.786626673881685,720.8374999999999,264.3375,61.78662667388167,0.0,3.0
257,24,1,16,5.969419406035275,101.9774,170.0377963373245,720.8374999999999,264.3375,175.29250863891178,0.0,3.0
258,24,1,17,42.75417519481023,75.73940000000002,87.20061965881906,720.8374999999999,264.3375,93.41275626596205,0.0,3.0
259,24,1,18,68.42691764401175,139.7486,73.95650417417005,720.8374999999999,264.3375,73.95650417417002,0.0,3.0
260,24,1,19,39.765896299903815,100.5578,95.22222719215974,720.8374999999999,264.3375,95.2222271921597,0.0,3.0
261,24,1,20,7.749609523809513,24.2212,28.083140476190483,720.8374999999999,264.3375,23.076340476190506,0.0,3.0
