idx,year,month,day,miss,need,bought,peak_bldg_buy_kwh,offpeak_bldg_buy_kwh,peak_chg_buy_kwh,offpeak_chg_buy_kwh,policy
262,24,1,21,15.71808190476184,24.4466,27.24710142857151,720.8374999999999,264.3375,27.247101428571497,0.0,3.0
263,24,1,22,21.734135933463968,85.40420000000002,132.99363321290235,720.8374999999999,264.3375,140.44517744192734,0.0,3.0
264,24,1,23,57.50038798497445,73.40799999999999,54.54383380952384,720.8374999999999,264.3375,54.54383380952384,0.0,3.0
265,24,1,24,31.059734711779456,58.28,74.87885116262879,720.8374999999999,264.3375,82.80521801587305,0.0,3.0
266,24,1,25,31.28454336566212,31.788000000000004,6.897373575861977,720.8374999999999,264.3375,6.897373575861988,0.0,3.0
267,24,1,26,41.93624312423688,71.95160000000001,61.65744986721609,720.8374999999999,264.3375,56.8847705021368,0.0,3.0
268,24,1,27,0.0,5.507999999999999,16.16643333333333,720.8374999999999,264.3375,16.16643333333333,0.0,3.0
269,24,1,28,0.0,2.0680000000000014,13.117714285714287,720.8374999999999,264.3375,13.117714285714287,0.0,3.0
270,24,1,29,43.12272358080561,122.5402,109.37107805038818,720.8374999999999,264.3375,126.76166666666651,0.0,3.0
271,24,1,30,25.998668410112003,73.21079999999999,68.33152015873026,720.8374999999999,264.3375,68.7548693650794,0.0,3.0
272,24,1,31,61.24583971965377,98.2014,47.54961706265914,720.8374999999999,264.3375,0.0758849337023299,20.382,3.0
273,23,4,1,0.0,11.9,13.14702222222223,833.75,250.0,13.147022222222224,0.0,3.0
274,23,4,2,28.498919999999977,12.356799999999993,-0.8020971428571038,833.75,250.0,-0.8020971428571269,0.0,3.0
275,23,4,3,36.36646666666668,34.34720000000001,4.806273333333328,833.75,250.0,4.806273333333331,0.0,3.0
276,23,4,4,14.272578571428555,66.257,104.97388095238094,833.75,250.0,113.51567830687831,0.0,3.0
277,23,4,5,35.796987936507946,46.908,34.21964920634918,833.75,250.0,34.21964920634921,0.0,3.0
278,23,4,6,13.2582448917749,101.261,122.10391751248748,833.75,250.0,120.8954488528066,0.0,3.0
279,23,4,7,11.839533333333328,109.76019999999998,152.19597314814814,833.75,250.0,152.19597314814808,0.0,3.0
280,23,4,8,0.0,12.046600000000003,15.31105999999998,833.75,250.0,15.311060000000005,0.0,3.0
281,23,4,9,16.580906845238086,23.119000000000003,6.538093154761919,833.75,250.0,-9.088654761904747,0.0,3.0
282,23,4,10,13.709414736650752,100.9848,115.81146229316631,833.75,250.0,115.81146229316644,0.0,3.0
283,23,4,11,13.101031313131337,58.6592,89.6482797979725,833.75,250.0,97.7930464646392,0.0,3.0
284,23,4,12,15.504155555570112,96.3734,183.5235270237949,833.75,250.0,204.2959630158512,0.0,3.0
285,23,4,13,27.51054166666669,113.041,124.05360119047616,833.75,250.0,105.28560119047616,15.0,3.0
286,23,4,14,32.69165357142856,67.80839999999999,46.388028968253934,833.75,250.0,47.55202896825397,0.0,3.0
287,23,4,15,7.142933333333332,4.352,-2.7909333333333315,833.75,250.0,-2.790933333333328,0.0,3.0
288,23,4,16,0.0,2.5520000000000014,5.868000000000011,833.75,250.0,5.868000000000006,0.0,3.0
289,23,4,17,16.264201058201035,33.623999999999995,32.78452592593325,833.75,250.0,32.78452592593321,0.0,3.0
290,23,4,18,7.425695238095235,20.72,21.195099633699638,833.75,250.0,19.07243296703298,0.0,3.0
291,23,4,19,25.19653333333333,90.876,130.62441412698408,833.75,250.0,146.61375655122654,0.0,3.0
292,23,4,20,24.760811111106264,79.8658,85.16729206349689,833.75,250.0,74.28482658728552,0.0,3.0
293,23,4,21,23.26142545454548,110.2194,149.37857643577922,833.75,250.0,149.37857643577917,0.0,3.0
294,23,4,22,32.87851428571429,24.9712,3.2808857142857164,833.75,250.0,-3.017114285714289,0.0,3.0
295,23,4,23,2.290409999999998,12.691399999999998,13.52659000000002,833.75,250.0,13.526590000000006,0.0,3.0
296,23,4,24,36.98394119047626,67.69160000000001,34.20325880952376,833.75,250.0,37.40470880952381,0.0,3.0
297,23,4,25,21.74194515871317,87.08479999999999,116.95027539681318,833.75,250.0,116.95027539681324,0.0,3.0
298,23,4,26,14.468000000007304,72.80219999999997,73.4565723809451,833.75,250.0,73.45657238094512,0.0,3.0
299,23,4,27,5.463743650771463,68.027,100.7929230158968,833.75,250.0,101.16668650796396,0.0,3.0
300,23,4,28,66.17145940033572,66.40780000000001,26.73885766316075,833.75,250.0,26.60868059649869,0.0,3.0
301,23,4,29,11.511200000000002,4.988000000000001,-6.5232,833.75,250.0,-6.523199999999997,0.0,3.0
302,23,4,30,4.15001333333333,11.092200000000004,6.942186666666673,833.75,250.0,6.942186666666666,0.0,3.0
303,23,6,1,10.545077743568632,96.3108,100.83186189754684,1033.9333333333332,243.54166666666663,101.99365078643577,0.0,3.0
304,23,6,2,20.62025643678161,78.74000000000002,67.72365265412745,1033.9333333333332,243.54166666666663,59.65665311389762,0.0,3.0
305,23,6,3,0.0,10.1246,10.91640000000001,1033.9333333333332,243.54166666666663,10.916400000000005,0.0,3.0
306,23,6,4,19.533286904761923,26.873800000000003,9.499941666666636,1033.9333333333332,243.54166666666663,-2.2067556666666945,0.0,3.0
307,23,6,5,41.81375091856167,68.16260000000001,39.33653777315307,1033.9333333333332,243.54166666666663,41.85025897541783,0.0,3.0
308,23,6,6,14.735402727272772,56.6592,73.4360663474026,1033.9333333333332,243.54166666666663,84.08656384740263,0.0,3.0
309,23,6,7,21.02666820626149,51.16,65.81859264718602,1033.9333333333332,243.54166666666663,47.50247019047608,0.0,3.0
310,23,6,8,27.53592166666665,71.01879999999998,90.8089306815156,1033.9333333333332,243.54166666666663,82.4874908846646,10.0,3.0
311,23,6,9,24.70277942063485,61.4838,84.18028919047624,1033.9333333333332,243.54166666666663,86.89190204761906,0.0,3.0
312,23,6,10,0.0,12.4682,16.318449999999995,1033.9333333333332,243.54166666666663,18.544949999999996,0.0,3.0
313,23,6,11,4.794855555555557,15.721199999999998,21.297344444444413,1033.9333333333332,243.54166666666663,21.29734444444444,0.0,3.0
314,23,6,12,38.78186506680904,143.79180000000002,139.13659200617042,1033.9333333333332,243.54166666666663,146.77654333333334,0.0,3.0
315,23,6,13,16.150132151331057,69.40359999999998,76.69581605555555,1033.9333333333332,243.54166666666663,74.77880442361109,0.0,3.0
316,23,6,14,52.494748329135135,119.0214,77.0622694068424,1033.9333333333332,243.54166666666663,79.68527887623267,0.0,3.0
317,23,6,15,45.30149541265713,109.3388,117.34104513626224,1033.9333333333332,243.54166666666663,114.81709678000198,0.0,3.0
318,23,6,16,31.847558350869274,74.97739999999999,68.62494436041021,1033.9333333333332,243.54166666666663,66.60540218448425,0.0,3.0
319,23,6,17,4.2659047619047605,10.256000000000002,8.111761904761904,1033.9333333333332,243.54166666666663,8.111761904761906,0.0,3.0
320,23,6,18,0.0,6.431999999999999,11.931999999999992,1033.9333333333332,243.54166666666663,11.932,0.0,3.0
321,23,6,19,19.28844827380949,101.9282,122.97939529872136,1033.9333333333332,243.54166666666663,125.2421369058642,0.0,3.0
322,23,6,20,27.71661319584664,58.408,60.66224575321525,1033.9333333333332,243.54166666666663,51.62657827797017,0.0,3.0
323,23,6,21,43.02582032276543,107.49440000000004,102.9906213722115,1033.9333333333332,243.54166666666663,104.35956424007944,0.0,3.0
324,23,6,22,57.41906111538469,65.82560000000001,20.52586849999995,1033.9333333333332,243.54166666666663,20.525868499999923,0.0,3.0
325,23,6,23,21.38577094957985,103.02219999999996,125.23710148393064,1033.9333333333332,243.54166666666663,124.54019754345433,0.0,3.0
326,23,6,24,7.221650000000011,10.924400000000006,3.702749999999994,1033.9333333333332,243.54166666666663,3.702749999999998,0.0,3.0
327,23,6,25,11.159850000000006,22.68079999999999,21.438316666666665,1033.9333333333332,243.54166666666663,21.438316666666665,0.0,3.0
328,23,6,26,37.04564295161824,144.0396,147.25309259740186,1033.9333333333332,243.54166666666663,147.25309259740172,0.0,3.0
329,23,6,27,23.808306188526892,52.69800000000001,46.72488688554721,1033.9333333333332,243.54166666666663,37.75410325146202,0.0,3.0
330,23,6,28,7.649133333333323,50.264,73.00778450000013,1033.9333333333332,243.54166666666663,76.69731238888895,0.0,3.0
331,23,6,29,9.07093841269841,87.84,110.83540528673836,1033.9333333333332,243.54166666666663,124.87303650772115,0.0,3.0
332,23,6,30,39.98343108933693,93.87659999999998,80.42911620130836,1033.9333333333332,243.54166666666663,83.33509520218101,0.0,3.0
333,23,11,1,17.211724089896556,49.1666,47.3684900379397,1248.1125,288.41666666666663,60.32200446535436,0.0,3.0
334,23,11,2,34.4412156510874,66.0546,74.45629232499489,1248.1125,288.41666666666663,88.61515257275138,0.0,3.0
335,23,11,3,20.5986757631421,47.89679999999999,56.37466791062449,1248.1125,288.41666666666663,51.15003554319031,0.0,3.0
336,23,11,4,6.758114285714289,16.596,23.68421904761906,1248.1125,288.41666666666663,12.755969047619043,0.0,3.0
337,23,11,5,18.185040178571438,18.6808,26.691876488095232,1248.1125,288.41666666666663,26.69187648809524,0.0,3.0
338,23,11,6,25.785248221852523,112.68,108.24088334544992,1248.1125,288.41666666666663,98.71745230474404,0.0,3.0
339,23,11,7,6.429367596114279,66.95480000000002,78.02631078051269,1248.1125,288.41666666666663,78.8390643519412,0.0,3.0
340,23,11,8,29.008458830555067,66.82480000000001,55.265256579028325,1248.1125,288.41666666666663,55.26525657902832,0.0,3.0
341,23,11,9,49.99955802289891,57.150000000000006,41.40011489050741,1248.1125,288.41666666666663,46.49706021768719,0.0,3.0
342,23,11,10,33.60404289342405,46.5372,35.16839520181405,1248.1125,288.41666666666663,43.446728535147386,0.0,3.0
343,23,11,11,0.0,10.006799999999998,14.801413333333358,1248.1125,288.41666666666663,14.801413333333334,0.0,3.0
344,23,11,12,0.0,3.968000000000007,7.7180000000000035,1248.1125,288.41666666666663,7.7180000000000035,0.0,3.0
345,23,11,13,24.691600761119822,97.1444,155.92473599472837,1248.1125,288.41666666666663,167.48016831632657,0.0,3.0
346,23,11,14,22.77847122425321,94.0996,82.2689562094156,1248.1125,288.41666666666663,94.09960000000008,0.0,3.0
347,23,11,15,33.70310784276747,97.6496,84.68103035714279,1248.1125,288.41666666666663,84.68103035714282,0.0,3.0
348,23,11,16,29.63122358579748,68.1962,60.73793044069371,1248.1125,288.41666666666663,60.737930440693695,0.0,3.0
349,23,11,17,34.9645963223862,37.32400000000001,40.70358485941041,1248.1125,288.41666666666663,37.90354021655326,0.0,3.0
350,23,11,18,0.389999999999997,5.160000000000002,4.770000000000005,1248.1125,288.41666666666663,4.770000000000001,0.0,3.0
351,23,11,19,5.123000000000001,3.692000000000004,-1.4309999999999974,1248.1125,288.41666666666663,-1.6818888888888868,0.0,3.0
352,23,11,20,24.053854437358236,63.96039999999999,68.31220824121324,1248.1125,288.41666666666663,8.128386682727044,20.74533333333333,3.0
353,23,11,21,36.03416734848484,42.7068,24.75223707611834,1248.1125,288.41666666666663,17.920671446608928,0.0,3.0
354,23,11,22,28.511373536212947,57.4798,50.40310895468284,1248.1125,288.41666666666663,54.716637846624174,0.0,3.0
355,23,11,23,15.932719301386864,60.73759999999999,96.25813242811044,1248.1125,288.41666666666663,100.46016179318984,0.0,3.0
356,23,11,24,17.35444124937701,124.87340000000005,206.8736602642876,1248.1125,288.41666666666663,220.94191722768252,0.0,3.0
357,23,11,25,0.0,5.039999999999999,5.853777777777776,1248.1125,288.41666666666663,5.853777777777777,0.0,3.0
358,23,11,26,0.0,6.0946,20.726533333333336,1248.1125,288.41666666666663,20.726533333333336,0.0,3.0
359,23,11,27,45.86925197554984,102.5936,80.79950401534063,1248.1125,288.41666666666663,80.79950401534062,0.0,3.0
360,23,11,28,40.89639904857477,87.0692,72.31557533199899,1248.1125,288.41666666666663,76.93048952191053,0.0,3.0
361,23,11,29,50.8476921891749,48.32600000000001,7.940852847673176,1248.1125,288.41666666666663,-0.5177548805014602,0.0,3.0
362,23,11,30,28.1734515873016,53.82640000000001,41.52574067460317,1248.1125,288.41666666666663,41.5257406746032,0.0,3.0
363,2023,4,1,0.0,11.9,51.272,833.75,250.0,60.0,0.0,5.0
364,2023,4,2,0.0,12.356799999999993,80.81559999999998,833.75,242.85,165.0,0.0,5.0
365,2023,4,3,0.0,34.34720000000001,140.0106,833.75,242.85,230.0,0.0,5.0
366,2023,4,4,0.0,66.257,223.8928,833.75,242.85,285.0,0.0,5.0
367,2023,4,5,0.0,46.908,157.25479999999996,833.75,242.90000000000003,325.0,0.0,5.0
368,2023,4,6,0.0,101.261,310.5907999999999,833.75,242.90000000000003,590.0,0.0,5.0
369,2023,4,7,0.0,109.76019999999998,395.8159999999999,793.9625000000001,232.94166666666663,630.0,0.0,5.0
370,2023,4,8,0.0,12.046600000000003,37.76419999999999,450.3375,224.65833333333333,90.0,0.0,5.0
371,2023,4,9,0.0,23.119000000000003,148.6304,451.6125,216.575,170.0,0.0,5.0
372,2023,4,10,0.0,100.9848,389.7287999999999,1219.4916666666666,225.1833333333333,660.0,0.0,5.0
373,2023,4,11,0.0,58.6592,267.9408,1068.3041666666668,216.6833333333333,390.0,0.0,5.0
374,2023,4,12,0.0,96.3734,369.3774,960.2875,213.3875,885.0,0.0,5.0
375,2023,4,13,0.0,113.041,437.00659999999993,949.79375,219.10625,640.0,15.0,5.0
376,2023,4,14,0.0,67.80839999999999,247.574,976.975,213.1125,310.0,0.0,5.0
377,2023,4,15,0.0,4.352,21.196,425.2,211.025,25.0,0.0,5.0
378,2023,4,16,0.0,2.5520000000000014,21.928,447.70416666666665,222.5583333333333,25.0,0.0,5.0
379,2023,4,17,0.0,33.623999999999995,147.78,900.0375,236.65,170.0,0.0,5.0
380,2023,4,18,0.0,20.72,94.556,880.5062499999999,238.31875,105.0,0.0,5.0
381,2023,4,19,0.0,90.876,349.7033999999999,993.3625,241.4125,935.0,0.0,5.0
382,2023,4,20,0.0,79.8658,285.302,1125.8416666666667,235.1458333333333,430.0,0.0,5.0
383,2023,4,21,0.0,110.2194,343.40439999999995,1313.0125,238.3,575.0,0.0,5.0
384,2023,4,22,0.0,24.9712,80.11679999999998,463.0958333333333,207.30416666666667,95.0,0.0,5.0
385,2023,4,23,0.0,12.691399999999998,63.36559999999999,440.0875,204.25,100.0,0.0,5.0
386,2023,4,24,0.0,67.69160000000001,207.56359999999995,1166.5875,211.2375,545.0,0.0,5.0
387,2023,4,25,0.0,87.08479999999999,289.1069999999999,1342.6,224.8375,525.0,0.0,5.0
388,2023,4,26,0.0,72.80219999999997,300.3054,1489.275,238.7,410.0,0.0,5.0
389,2023,4,27,0.0,68.027,238.635,1651.6,245.575,385.0,0.0,5.0
390,2023,4,28,0.0,66.40780000000001,252.6712,1447.4625,251.5375,410.0,0.0,5.0
391,2023,4,29,0.0,4.988000000000001,21.668,458.6208333333333,228.99166666666667,25.0,0.0,5.0
392,2023,4,30,0.0,11.092200000000004,78.35319999999999,456.1125,225.25,95.0,0.0,5.0
393,2023,6,1,0.0,96.3108,333.77879999999993,1033.9333333333332,243.54166666666663,1035.0,0.0,5.0
394,2023,6,2,0.0,78.74000000000002,321.3651999999999,1078.475,230.7375,385.0,0.0,5.0
395,2023,6,3,0.0,10.1246,38.27259999999999,497.92083333333335,221.09583333333333,40.0,0.0,5.0
396,2023,6,4,0.0,26.873800000000003,167.26059999999998,485.4875,232.6458333333333,410.0,0.0,5.0
397,2023,6,5,0.0,68.16260000000001,289.72599999999994,1260.6125000000002,253.9625,395.0,0.0,5.0
398,2023,6,6,0.0,56.6592,213.21,1034.11875,259.06875,315.0,0.0,5.0
399,2023,6,7,0.0,51.16,245.408,1218.8125,273.07916666666665,275.0,0.0,5.0
400,2023,6,8,0.0,71.01879999999998,270.95859999999993,1198.975,228.2083333333333,425.0,0.0,5.0
401,2023,6,9,0.0,61.4838,236.575,1025.625,226.3625,390.0,0.0,5.0
402,2023,6,10,0.0,12.4682,34.192999999999984,455.5875,215.375,125.0,0.0,5.0
403,2023,6,11,0.0,15.721199999999998,98.6396,474.3,233.35,190.0,0.0,5.0
404,2023,6,12,0.0,143.79180000000002,476.0281999999999,1357.35,251.3875,1240.0,0.0,5.0
405,2023,6,13,0.0,69.40359999999998,318.17,1365.5,259.5875,440.0,0.0,5.0
406,2023,6,14,0.0,119.0214,472.2545999999999,1322.5875,256.04999999999995,800.0,0.0,5.0
407,2023,6,15,0.0,109.3388,480.7864,1246.3,259.8125,665.0,0.0,5.0
408,2023,6,16,0.0,74.97739999999999,289.6757999999999,1318.7125,253.1375,675.0,0.0,5.0
409,2023,6,17,0.0,10.256000000000002,45.232,524.875,248.0625,50.0,0.0,5.0
410,2023,6,18,0.0,6.431999999999999,40.428,535.3416666666667,231.1208333333333,45.0,0.0,5.0
411,2023,6,19,0.0,101.9282,379.81639999999993,1005.875,245.35,825.0,0.0,5.0
412,2023,6,20,0.0,58.408,281.376,1177.6,238.0,315.0,0.0,5.0
413,2023,6,21,0.0,107.49440000000004,420.236,1133.49375,234.63958333333332,990.0,0.0,5.0
414,2023,6,22,0.0,65.82560000000001,262.5678,1121.4625,244.01666666666665,520.0,0.0,5.0
415,2023,6,23,0.0,103.02219999999996,389.7792,1185.4375,244.2875,775.0,0.0,5.0
416,2023,6,24,0.0,10.924400000000006,34.71999999999999,498.2416666666667,247.5958333333333,65.0,0.0,5.0
417,2023,6,25,0.0,22.68079999999999,145.27419999999998,496.35,245.275,165.0,0.0,5.0
418,2023,6,26,0.0,144.0396,528.5367999999999,1137.85,253.1625,1490.0,0.0,5.0
419,2023,6,27,0.0,52.69800000000001,238.1538,1052.0229166666668,266.81875,315.0,0.0,5.0
420,2023,6,28,0.0,50.264,236.428,1073.2375000000002,318.9833333333333,270.0,0.0,5.0
421,2023,6,29,0.0,87.84,356.49499999999995,1224.3125,330.63750000000005,520.0,0.0,5.0
422,2023,6,30,0.0,93.87659999999998,402.143,1496.5625,337.525,525.0,0.0,5.0
423,2023,11,1,0.0,49.1666,198.0274,1248.1125,288.41666666666663,385.0,0.0,5.0
424,2023,11,2,0.0,66.0546,279.8793999999999,1210.2125,278.3625,350.0,0.0,5.0
425,2023,11,3,0.0,47.89679999999999,214.9354,1287.0,276.625,270.0,0.0,5.0
426,2023,11,4,0.0,16.596,67.68,549.8125,276.2875,75.0,0.0,5.0
427,2023,11,5,0.0,18.6808,135.4072,581.9625000000001,257.0,150.0,0.0,5.0
428,2023,11,6,0.0,112.68,426.7774,1302.375,259.1625,650.0,0.0,5.0
429,2023,11,7,0.0,66.95480000000002,252.91519999999997,1267.8625,251.225,445.0,0.0,5.0
430,2023,11,8,0.0,66.82480000000001,302.8556,1311.2875,263.875,460.0,0.0,5.0
431,2023,11,9,0.0,57.150000000000006,255.3732,1216.5375,260.1875,355.0,0.0,5.0
432,2023,11,10,0.0,46.5372,180.3612,847.725,245.575,255.0,0.0,5.0
433,2023,11,11,0.0,10.006799999999998,36.07779999999999,569.5375,257.85,50.0,0.0,5.0
434,2023,11,12,0.0,3.968000000000007,19.999999999999982,534.65,266.8875,20.0,0.0,5.0
435,2023,11,13,0.0,97.1444,366.5282,1126.6749999999995,268.6,645.0,0.0,5.0
436,2023,11,14,0.0,94.0996,311.9323999999999,1342.8249999999998,271.85,730.0,0.0,5.0
437,2023,11,15,0.0,97.6496,361.8193999999999,1258.5500000000002,280.825,770.0,0.0,5.0
438,2023,11,16,0.0,68.1962,226.836,1323.5,277.4125,515.0,0.0,5.0
439,2023,11,17,0.0,37.32400000000001,186.296,1173.5500000000002,269.4625,215.0,0.0,5.0
440,2023,11,18,0.0,5.160000000000002,22.072000000000003,547.3833333333333,257.6166666666667,25.0,0.0,5.0
441,2023,11,19,0.0,3.692000000000004,19.896,505.975,255.4125,20.0,0.0,5.0
442,2023,11,20,0.0,63.96039999999999,279.4158,1070.4625,249.6625,350.0,0.0,5.0
443,2023,11,21,0.0,42.7068,169.308,954.375,259.04999999999995,200.0,0.0,5.0
444,2023,11,22,0.0,57.4798,223.9764,993.9125,244.9375,455.0,0.0,5.0
445,2023,11,23,0.0,60.73759999999999,252.3916,861.4749999999999,246.8375,315.0,0.0,5.0
446,2023,11,24,0.0,124.87340000000005,391.7027999999999,743.7625,272.15833333333336,865.0,0.0,5.0
447,2023,11,25,0.0,5.039999999999999,22.632,553.0749999999999,284.82916666666665,25.0,0.0,5.0
448,2023,11,26,0.0,6.0946,39.54359999999999,536.0125,269.6875,55.0,0.0,5.0
449,2023,11,27,0.0,102.5936,381.1454,954.3125,265.42499999999995,665.0,0.0,5.0
450,2023,11,28,0.0,87.0692,342.24440000000004,990.3375,283.525,450.0,0.0,5.0
451,2023,11,29,0.0,48.32600000000001,190.9714,1066.425,282.0375,250.0,0.0,5.0
452,2023,11,30,0.0,53.82640000000001,170.9952,995.9791666666666,253.10416666666669,355.0,0.0,5.0
453,2024,1,1,0.0,89.7646,364.812,720.8374999999999,264.3375,480.0,0.0,5.0
454,2024,1,2,0.0,119.2734,455.5022,976.9125,261.1625,770.0,0.0,5.0
455,2024,1,3,0.0,138.7006,562.7995999999999,898.3125,283.8125,975.0,0.0,5.0
456,2024,1,4,0.0,66.3168,249.3746,1000.5625,279.32500000000005,345.0,0.0,5.0
457,2024,1,5,0.0,112.1456,484.7122,1003.4875,277.61249999999995,600.0,0.0,5.0
458,2024,1,6,0.0,23.8748,79.6724,512.5500000000001,240.325,90.0,0.0,5.0
459,2024,1,7,0.0,9.264800000000005,53.53599999999999,509.5999999999999,240.4,55.0,0.0,5.0
460,2024,1,8,0.0,67.3962,271.5196,976.1583333333332,259.95416666666665,455.0,0.0,5.0
461,2024,1,9,0.0,76.37999999999998,321.336,814.0875000000001,258.525,360.0,0.0,5.0
462,2024,1,10,0.0,197.8012,707.8753999999998,881.2083333333334,253.91666666666669,1205.0,0.0,5.0
463,2024,1,11,0.0,108.8166,396.0382,821.175,267.9125,650.0,0.0,5.0
464,2024,1,12,0.0,145.3618,517.1963999999999,976.9125,286.47083333333336,810.0,0.0,5.0
465,2024,1,13,0.0,35.40700000000001,109.5596,593.16875,283.34791666666666,175.0,0.0,5.0
466,2024,1,14,0.0,14.696000000000003,129.57999999999998,580.325,282.0,140.0,0.0,5.0
467,2024,1,15,0.0,91.8852,374.7965999999999,690.1,284.6125,625.0,0.0,5.0
468,2024,1,16,0.0,101.9774,369.6769999999999,937.6,281.725,575.0,0.0,5.0
469,2024,1,17,0.0,75.73940000000002,330.8602,1245.3375,281.6625,565.0,0.0,5.0
470,2024,1,18,0.0,139.7486,435.7313999999999,918.1125,263.95000000000005,930.0,0.0,5.0
471,2024,1,19,0.0,100.5578,369.0794,855.225,262.4375,595.0,0.0,5.0
472,2024,1,20,0.0,24.2212,104.299,507.3625,251.2,135.0,0.0,5.0
473,2024,1,21,0.0,24.4466,149.54539999999997,529.2875,251.425,275.0,0.0,5.0
474,2024,1,22,0.0,85.40420000000002,364.9748,967.575,261.5375,570.0,0.0,5.0
475,2024,1,23,0.0,73.40799999999999,367.5522,922.2875,272.475,555.0,0.0,5.0
476,2024,1,24,0.0,58.28,267.064,1120.025,300.82500000000005,305.0,0.0,5.0
477,2024,1,25,0.0,31.788000000000004,167.94,1153.4875,294.5125,185.0,0.0,5.0
478,2024,1,26,0.0,71.95160000000001,287.7888,1096.5,294.54999999999995,430.0,0.0,5.0
479,2024,1,27,0.0,5.507999999999999,21.092,568.6750000000001,283.4625,25.0,0.0,5.0
480,2024,1,28,0.0,2.0680000000000014,21.8,588.7,283.11249999999995,25.0,0.0,5.0
481,2024,1,29,0.0,122.5402,517.0041999999999,1428.2125,288.0,710.0,0.0,5.0
482,2024,1,30,0.0,73.21079999999999,255.57919999999996,1252.0124999999998,291.6625,535.0,0.0,5.0
483,2024,1,31,0.0,98.2014,448.5632,1125.5625,276.04999999999995,680.0,0.0,5.0
484,2023,4,1,0.0,11.9,20.0,833.75,250.0,20.0,0.0,4.0
485,2023,4,2,0.1583999999999967,12.356799999999993,20.000000000000004,833.75,242.85,20.0,0.0,4.0
486,2023,4,3,0.0,34.34720000000001,49.99999999999999,833.75,242.85,50.0,0.0,4.0
487,2023,4,4,1.9799999999999969,66.257,89.99999999999997,833.75,242.85,90.0,0.0,4.0
488,2023,4,5,0.0,46.908,60.000000000000014,833.75,242.90000000000003,60.0,0.0,4.0
489,2023,4,6,0.0,101.261,110.00000000000004,833.75,242.90000000000003,110.0,0.0,4.0
490,2023,4,7,1.5504000000000069,109.76019999999998,145.0,793.9625000000001,232.94166666666663,145.0,0.0,4.0
